Address Number;Business Family;Business Unit;Customer;CustomerKey;Customer Type;Division;Line of Business;Phone;Region Code;Regional Sales Mgr;Search Type;City;Country;Customer Address 1;Customer Address 2;Customer Address 3;Customer Address 4;State;Zip Code
10022456;R3;1;Ra Maxistore;10022456;G2;2;Não informado;816-455-8733;1;S16;C;Rancho Cordova;US;3340 A Sunrise Boulevard;Não informado;Não informado;Não informado;CA;95742-7316
10022470;R3;1;Racal Store;10022470;G2;2;Não informado;816-455-8733;2;S5;C;Ormond Beach;US;Attention: Linda;100 Business Center Drive;Não informado;Não informado;FL;32176
10022490;R3;1;Racal-Datacom Shop;10022490;G2;2;M1;816-455-8733;4;S16;C;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não informado;Não informado;KS;66282-2990
10022678;R3;1;Rave Supermarket;10022678;G2;2;Não informado;816-455-8733;3;S16;C;Richmond;US;PO Box 24217;Não informado;Não informado;Não informado;VA;23224
10022687;R3;1;Ravenwerks Shop;10022687;G3;1;Não informado;816-455-8733;0;S5;C;Burnaby;CA;5325 Still Creek Road;Não informado;Não informado;Não informado;BC;V2X 3K6
10022725;R3;1;Razorfish Shop;10022725;G2;2;Não informado;816-455-8733;2;S16;C;Norcross;US;1723 Webb Drive;Não informado;Não informado;Não informado;GA;30093
10022730;R2;1;RC Shop;10022730;G2;2;Não informado;816-455-8733;4;S9;C;Warren;US;21533 Mound Road;Não informado;Não informado;Não informado;MI;48091-2991
10022732;R2;1;RC Market;10022732;G2;2;Não informado;816-455-8733;2;S5;C;Lake Hamilton;US;PO Box 900;Não informado;Não informado;Não informado;FL;33851
10022746;R3;1;Rdlabs Shop;10022746;G1;1;M1;816-455-8733;5;S19;C;A 5102 Anthering;UK;Landstrasse 18;Não informado;Não informado;Não informado;Não informado;0
10022750;R3;1;Ready-to-Run Shop;10022750;G2;2;M1;816-455-8733;4;S16;C;Watervliet;US;8300 Lane Drive;Não informado;Não informado;Não informado;MI;49098
10022755;R3;1;Real Supermarket;10022755;G1;1;M1;816-455-8733;5;S19;C;Johannesburg;AU;PO Box 86222;City Deep 2049;Não informado;Não informado;Não informado;0
10022764;R3;1;RealiDyne Shop;10022764;G2;2;Não informado;816-455-8733;2;S5;C;Ocala;US;2610 NW 10th Street;Não informado;Não informado;Não informado;FL;34475
10022962;R3;1;Reflex Store;10022962;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10022978;R3;1;Relcom Shop;10022978;G2;1;Não informado;816-455-8733;5;S16;I;                         ;UK;Não informado;Não informado;Não informado;Não informado;Não informado;0
10023003;R3;1;Remedy Shop;10023003;G2;2;M1;816-455-8733;4;S16;C;Coldwater;US;400 Jay Street;Não informado;Não informado;Não informado;MI;49036
10023022;R2;1;Renaissance Supermarket;10023022;G3;1;Não informado;816-455-8733;0;S8;C;Surrey;CA;18412 96 Avenue;Não informado;Não informado;Não informado;BC;V4N 3P8
10023023;R1;1;Crew Superstore;10023023;G2;2;Não informado;816-455-8733;4;S20;C;Thief River Falls;US;600 South Brooks Avenue;Não informado;Não informado;Não informado;MN;56701
10023212;R3;1;Reuters Supermarket;10023212;G2;2;Não informado;816-455-8733;1;S1;C;Medford;US;c/o Tom's Bronco Parts;2294 Sage Road;Não informado;Não informado;OR;97501
10023221;R3;1;Reveal Supermarket;10023221;G2;2;M1;816-455-8733;4;S16;C;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não informado;Não informado;KS;66282-2990
10023235;R2;1;ReviewBooth Shop;10023235;G2;2;Não informado;816-455-8733;2;S3;C;Houston;US;7600 South Santa Fe;Não informado;Não informado;Não informado;TX;77061
10023241;R1;1;Revnet Market;10023241;G2;2;Não informado;816-455-8733;2;S11;C;North Little Rock;US;7700 Counts Massie Road;Não informado;Não informado;Não informado;AR;72113
10023244;R2;1;Revolutionary Supermarket;10023244;G2;2;Não informado;816-455-8733;2;S5;C;Cleveland;US;PO Box 899;Não informado;Não informado;Não informado;MS;38732-0899
10023275;R3;1;RFI Superstore;10023275;G2;2;Não informado;816-455-8733;1;S3;C;Portland;US;PO Box 30659;Não informado;Não informado;Não informado;OR;97294
10023447;R3;1;RKS Shop;10023447;G2;2;M1;816-455-8733;2;S16;C;Tulsa;US;Attention:  Accounts Payable;1624 North 71st East Avenue;Não informado;Não informado;OK;74115
10023471;R3;1;Road Warriors;10023471;G2;2;Não informado;816-455-8733;2;S16;C;Odessa;US;915 West 42nd;Não informado;Não informado;Não informado;TX;79764
10023489;R3;1;Robust Store;10023489;G2;2;Não informado;816-455-8733;1;S16;C;Sacramento;US;3248 Auburn Boulevard;Não informado;Não informado;Não informado;CA;95821
10023495;R3;1;Safe Shop;10023495;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10023509;R3;1;Safetynet Shop;10023509;G2;2;Não informado;816-455-8733;2;S1;C;Tampa;US;513 West Waters Avenue;Não informado;Não informado;Não informado;FL;33604
10023510;R3;1;Sage Shop;10023510;G2;2;Não informado;816-455-8733;4;S1;C;Ham Lake;US;15625 Highway North East;Não informado;Não informado;Não informado;MN;55304
10023511;R1;1;Sage Supermarket;10023511;G1;1;Não informado;816-455-8733;5;S13;C;Schiphol-Rijk;IR;Bellsingel 2 1119NV;Não informado;Não informado;Não informado;Não informado;0
10023513;R3;1;Sagent Shop;10023513;G2;2;Não informado;816-455-8733;1;S16;C;Stockton;US;640 N Eldorado Street;Não informado;Não informado;Não informado;CA;95205
10023516;R3;1;SAIC Supermarket;10023516;G2;2;Não informado;816-455-8733;2;S16;C;Miami;US;2900 Northwest 73rd Street;Não informado;Não informado;Não informado;FL;33147
10023524;R3;1;Salias Gigaplace;10023524;G2;2;Não informado;816-455-8733;2;S16;C;Clemson;US;PO Box 1006;Não informado;Não informado;Não informado;SC;29633
10023538;R1;1;Salamander Supermarket;10023538;G2;2;Não informado;816-455-8733;2;S11;C;Fort Worth;US;Attention: Accounts Payable;4900 Alliance Gateway Freeway;Não informado;Não informado;TX;76177
10023703;R3;1;Sarcom Shop;10023703;G1;1;M1;816-455-8733;5;S19;C;Istanbul;AU;DUMEN SOK. No:3 D.9;GUMUSSUYU;Takism;Não informado;Não informado;80090
10023715;R3;1;Diss Gigastore;10023715;G2;2;M1;816-455-8733;4;S16;C;Plainfield;US;Central Division;PO BOX 600;Não informado;Não informado;IN;46168-0600
10023757;R3;1;SAS Supermarket;10023757;G1;1;Não informado;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10023759;R3;1;SASCO Store;10023759;G2;2;Não informado;816-455-8733;2;S1;C;Birmingham;US;106 B David Green Road;Não informado;Não informado;Não informado;AL;35244
10023760;R3;1;SataMine Shop;10023760;G2;2;Não informado;816-455-8733;3;S1;C;North Hampton;US;60 Lafayette Road;Não informado;Não informado;Não informado;NH;3862
10023778;R3;1;Satronix Shop;10023778;G2;2;Não informado;816-455-8733;1;S16;C;Hillsboro;US;PO Box 70;Não informado;Não informado;Não informado;OR;97123
10023780;R3;1;SAT-SAGEM Supermarket;10023780;G1;1;M1;816-455-8733;5;S16;C;Asuncion;UK;Av Eusebio Ayala 3321;Não informado;Não informado;Não informado;Não informado;33126-1214
10023783;R3;1;Saturnus Supermarket;10023783;G2;2;Não informado;816-455-8733;2;S16;C;Pine Bluff;US;PO Box 7647;Não informado;Não informado;Não informado;AR;71611-7647
10023785;R2;1;Satyam Shop;10023785;G2;2;Não informado;816-455-8733;4;S5;C;Columbus;US;Defense Const. Supply Center;PO Box 16791;Não informado;Não informado;OH;43216
10023793;R2;1;Savetz Store;10023793;G2;2;Não informado;816-455-8733;2;S2;C;Holden;US;PO Box 249;Não informado;Não informado;Não informado;LA;70744
10023964;R3;1;Science Store;10023964;G3;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024003;R2;1;Scientific Supermarket;10024003;G2;2;Não informado;816-455-8733;1;S3;C;Benicia;US;Attention:  Accounts Payable;5500 East Second Street 2nd Floor;Não informado;Não informado;CA;94510-1020
10024006;R3;1;ScotGold Market;10024006;G2;2;M1;816-455-8733;4;S16;C;Columbiana;US;PO Box 57;Não informado;Não informado;Não informado;OH;44408
10024009;R2;1;Scottish Supermarket;10024009;G2;2;Não informado;816-455-8733;2;S2;C;Tulsa;US;PO Box 582510;Não informado;Não informado;Não informado;OK;74158-2510
10024010;R2;1;Screaming Market;10024010;G2;2;Não informado;816-455-8733;4;S3;C;Mitchell;US;Attention:  Accounts Payable;300 East Norway Avenue;Não informado;Não informado;SD;57301-7064
10024016;R3;1;Screen Supermarket;10024016;G1;1;M1;816-455-8733;5;S19;C;Kanagawa;AU;1-16-33 Kotsubo Zushi;Não informado;Não informado;Não informado;Não informado;249-0008
10024022;R1;1;Screen Supermarket;10024022;G2;2;Não informado;816-455-8733;1;S20;C;Irvine;US;9950 Jeronimo Road;Attention: Sohaila;Não informado;Não informado;CA;92618
10024034;R3;1;Script Supermarket;10024034;G3;1;Não informado;816-455-8733;0;S5;C;Edmonton;CA;16215 118th Avenue;Não informado;Não informado;Não informado;AB;T5V 1C7
10024246;R3;1;Siemens Supermarket;10024246;G2;2;Não informado;816-455-8733;3;S16;C;East Providence;US;580 Waterman Avenue;Não informado;Não informado;Não informado;RI;2914
10024248;R3;1;Sifton Supermarket;10024248;G2;2;M1;816-455-8733;1;S16;C;Portland;US;9440 North Whitaker Road;Não informado;Não informado;Não informado;OR;97217
10024255;O2;1;Sigma Shop;10024255;G2;2;Não informado;816-455-8733;4;S12;C;Pontiac;US;Division Of Pontiac Michigan;17575 PP-CPDC;1251 Joslyn Road Dock 4;Não informado;MI;48340-2956
10024260;R3;1;Sigma Supermarket;10024260;G2;2;Não informado;816-455-8733;1;S16;C;Spokane;US;PO Box 13056;Não informado;Não informado;Não informado;WA;99213-3056
10024262;R3;1;Signature Shop;10024262;G2;2;Não informado;816-455-8733;1;S16;C;Oakland;US;124 Hegenberger Loop;Não informado;Não informado;Não informado;CA;94621
10024270;R3;1;Signatures Superstore;10024270;G2;2;Não informado;816-455-8733;1;S4;C;Maxwell;US;PO Box 1010;Não informado;Não informado;Não informado;CA;95955
10024477;R3;1;Smith Supermarket;10024477;G1;1;M1;816-455-8733;5;S16;C;Santa Cruz;UK;Modulo 2 Manzana 27;Parque Industrial;Não informado;Não informado;Não informado;0
10024492;R3;1;SNC Supermarket;10024492;G2;2;Não informado;816-455-8733;3;S1;C;Tonawanda;US;Cache Border Services;2221 Kenmore Avenue;Não informado;Não informado;NY;14207
10024499;R3;1;Soloman Market;10024499;G2;2;Não informado;816-455-8733;2;S16;C;Houston;US;8302 Jet Pilot;Não informado;Não informado;Não informado;TX;77075
10024524;R2;1;Southam Supermarket;10024524;G2;2;Não informado;816-455-8733;4;S9;C;New Hampton;US;PO Box 511;Não informado;Não informado;Não informado;IA;50659
10024541;R3;1;Southern Supermarket;10024541;G2;2;Não informado;816-455-8733;4;S9;C;Bedford;US;Americas Body Company;PO Box 46539;Não informado;Não informado;OH;44146
10024550;R2;1;Southwire Store;10024550;G2;2;Não informado;816-455-8733;4;S9;C;Appleton;US;PO Box 2017;Não informado;Não informado;Não informado;WI;54913
10024704;R3;1;Sterling Store;10024704;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024725;R3;1;Stone Market;10024725;G2;2;Não informado;816-455-8733;2;S16;C;Jasper;US;PO Box 174;Não informado;Não informado;Não informado;TX;75951
10024743;R3;1;Stone Supermarket;10024743;G2;2;Não informado;816-455-8733;1;S1;C;Enumclaw;US;907 Cole Street;Não informado;Não informado;Não informado;WA;98022
10024880;R3;1;Sun Supermarket;10024880;G3;1;Não informado;816-455-8733;5;S8;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024915;R3;1;Systems Store;10024915;G1;1;M1;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024916;R3;1;T Market;10024916;G2;1;Não informado;816-455-8733;5;S9;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024918;R2;1;T.F.C. Shop;10024918;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024919;R1;1;T.J.T. Supermarket;10024919;G1;1;Não informado;816-455-8733;5;S13;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024924;R3;1;T.M. Store;10024924;G1;1;M1;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024930;R3;1;T3West Shop;10024930;G3;1;Não informado;816-455-8733;5;S8;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024940;R2;1;Tadpole Shop;10024940;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024942;R3;1;Tag Supermarket;10024942;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10024999;R2;1;TAGnology Shop;10024999;G2;2;Não informado;816-455-8733;4;S5;C;Andover;US;RR 2 BOX 9;Não informado;Não informado;Não informado;SD;57422-8811
10025021;R3;1;Tailwind Shop;10025021;G2;2;Não informado;816-455-8733;4;S16;C;Depere;US;1151 W Main;Não informado;Não informado;Não informado;WI;54115
10025022;R3;1;Take Supermarket;10025022;G1;1;M1;816-455-8733;5;S19;C;West Midlands;UK;Bromley St Lye Stourbridge;Não informado;Não informado;Não informado;Não informado;DY9 8HS
10025023;R3;1;TAL Store;10025023;G3;1;Não informado;816-455-8733;0;S5;C;Saskatoon;CA;815 Circle Drive East;Não informado;Não informado;Não informado;SK;S7K 3S4
10025024;O2;1;Talarians;10025024;G2;1;Não informado;816-455-8733;5;S12;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025025;R3;1;Taligent Midstore;10025025;G2;2;M1;816-455-8733;1;S16;C;Auburn;US;2402 West Valley Highway North;Não informado;Não informado;Não informado;WA;98001
10025032;R3;1;Talkland Shop;10025032;G1;1;M1;816-455-8733;0;S19;C;Montreal;CA;c/o Rampar International Trade Corp.;6260 Place Northcrest Suite 305;Não informado;Não informado;QU;H3S 2T4
10025033;R3;1;Tally Store;10025033;G2;2;Não informado;816-455-8733;1;S16;C;Billings;US;226 North 13th;Não informado;Não informado;Não informado;MT;59101
10025034;R3;1;Talou Shop;10025034;G2;2;Não informado;816-455-8733;1;S4;C;Corona;US;395 Smitty Way;Não informado;Não informado;Não informado;CA;91720
10025036;R3;1;Tampa Market;10025036;G2;2;Não informado;816-455-8733;4;S9;C;Kansas City;US;1920 East Front Street;Não informado;Não informado;Não informado;MO;64139-1538
10025037;R2;1;Tampere Shop;10025037;G2;2;Não informado;816-455-8733;1;S4;C;San Marcos;US;725 North Twin Oaks Valley Road;Não informado;Não informado;Não informado;CA;92069
10025038;R2;1;Tanager Shop;10025038;G2;2;Não informado;816-455-8733;3;S11;C;Mechanicsburg;US;PO Box 568;Não informado;Não informado;Não informado;PA;17055
10025039;R1;1;Tandy Superstore;10025039;G2;2;Não informado;816-455-8733;4;S11;C;Mentor;US;9049 Tyler Blvd.;Não informado;Não informado;Não informado;OH;44060
10025040;R3;1;Tangent Shop;10025040;G2;2;Não informado;816-455-8733;2;S1;C;San Antonio;US;6127 San Pedro Avenue;Não informado;Não informado;Não informado;TX;78216
10025049;R3;1;Tao Store;10025049;G2;2;Não informado;816-455-8733;1;S16;C;Milwaukie;US;13270 SE Pheasant Court;Não informado;Não informado;Não informado;OR;97222
10025051;R3;1;Taos Supermarket;10025051;G2;2;Não informado;816-455-8733;1;S16;C;Anchorage;US;1301 East 64th Avenue;Não informado;Não informado;Não informado;AK;99518
10025052;O2;1;Target Gigstore;10025052;G1;1;Não informado;816-455-8733;5;S1;C;Songtan SI;AU;150-3 Chilkei-Dong;Não informado;Não informado;Não informado;Não informado;459-050
10025061;R3;1;Target Store;10025061;G2;2;Não informado;816-455-8733;4;S9;C;Canton;US;PO Box 80509;Não informado;Não informado;Não informado;OH;44708
10025062;R3;1;TargetedListings Shop;10025062;G2;2;Não informado;816-455-8733;3;S1;C;Bedford Hills;US;731 North Beford Road;Não informado;Não informado;Não informado;NY;10507
10025063;R3;1;Taroch Mexistore;10025063;G1;1;M1;816-455-8733;5;S19;C;                         ;UK;Private Mail Bag 53;St Peters NSW 2044;Não informado;Não informado;Não informado;0
10025086;O2;1;Tartanchase Shop;10025086;G1;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025158;R3;1;Taskers Supermarket;10025158;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025213;R2;1;Tatters Shop;10025213;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025237;O2;1;Team Supermarket;10025237;G3;1;Não informado;816-455-8733;0;S1;C;Oakville;CA;Central Accounting Service;PO Box 2900;Não informado;Não informado;ON;L6J 5E6
10025238;R3;1;Team Supermarket;10025238;G2;2;Não informado;816-455-8733;1;S4;C;San Diego;US;4567 Federal Boulevard;Não informado;Não informado;Não informado;CA;92102
10025239;R3;1;Teamaker Shop;10025239;G2;1;Não informado;816-455-8733;5;S16;C;                         ;UK;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025241;R1;1;TeamStore;10025241;G1;1;Não informado;816-455-8733;5;S5;C;Hamamatsu City;AU;RU-3 Hamamatsu Nishi;PO Box 1;Não informado;Não informado;Não informado;432-8611
10025242;O2;1;Teamsolve Shop;10025242;G1;1;Não informado;816-455-8733;5;S1;C;Seoul;AU;Parts Division;140-2 Kye-Dong;Chongro-Ku;Não informado;Não informado;110-793
10025243;R3;1;Teca-Print Shop;10025243;G2;2;Não informado;816-455-8733;2;S16;C;Longview;US;PO Box 5308;Não informado;Não informado;Não informado;TX;75608
10025246;R3;1;TECC Shop;10025246;G3;1;Não informado;816-455-8733;0;S5;C;Winnepeg;CA;515 Oak Point Highway;Não informado;Não informado;Não informado;MB;R2R 1V2
10025247;R2;1;Telesat Supermarket;10025247;G2;2;Não informado;816-455-8733;3;S5;C;Pittsburgh;US;390 Fountain Street;Não informado;Não informado;Não informado;PA;15238
10025248;R3;1;Telus Store;10025248;G2;2;Não informado;816-455-8733;1;S16;C;Kent;US;730 North Central;Não informado;Não informado;Não informado;WA;98032
10025249;R1;1;Texasgulf Market;10025249;G2;2;Não informado;816-455-8733;2;S11;C;Memphis;US;7221 Highway 64;Não informado;Não informado;Não informado;TN;38133
10025250;R2;1;TICOR Shop;10025250;G2;2;Não informado;816-455-8733;2;S5;C;Ooltewah;US;8503 Hilltop Drive;Não informado;Não informado;Não informado;TN;37363
10025251;R2;1;Time Supermarket;10025251;G2;2;Não informado;816-455-8733;4;S5;C;Wooster;US;A Scott Fetzer Company;3201 West Old Lincoln Way;Não informado;Não informado;OH;44691
10025252;R3;1;Times Store;10025252;G2;2;Não informado;816-455-8733;4;S16;C;Elkhart;US;PO Box 4405;Não informado;Não informado;Não informado;IN;46514
10025264;R3;1;Today Shop;10025264;G2;2;Não informado;816-455-8733;1;S16;C;Tuscon;US;3545 South Richey Boulevard;Não informado;Não informado;Não informado;AZ;85713
10025267;R3;1;Todd Supermarket;10025267;G3;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025269;R3;1;Toledo Market;10025269;G2;2;M1;816-455-8733;4;S16;C;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não informado;Não informado;KS;66282-2990
10025284;R3;1;Towmotor Supermarket;10025284;G2;2;Não informado;816-455-8733;1;S16;C;Hayward;US;19745 Meekland Avenue;Não informado;Não informado;Não informado;CA;94541
10025285;R3;1;Transalta Store;10025285;G2;2;Não informado;816-455-8733;2;S16;C;Chattanooga;US;2401 East 31st Street;PO Box 72638;Não informado;Não informado;TN;37407
10025287;R2;1;TransCanada Store;10025287;G2;2;Não informado;816-455-8733;4;S5;C;Brookfield;US;PO Box 366;Não informado;Não informado;Não informado;WI;53008
10025288;R3;1;Transylvania Supermarket;10025288;G1;1;M1;816-455-8733;5;S19;C;Furstentum;AU;Kirchstrasse 39;FL 9490 Vaduz;Não informado;Não informado;Não informado;0
10025289;R3;1;Tredegar Market;10025289;G2;2;Não informado;816-455-8733;1;S4;C;Fresno;US;3631 South Bagley Avenue;Não informado;Não informado;Não informado;CA;93725
10025291;R3;1;Trend Market;10025291;G2;2;Não informado;816-455-8733;4;S16;C;Dover;US;217 West 3rd Street;Não informado;Não informado;Não informado;OH;44622
10025296;R3;1;Trust Supermarket;10025296;G2;2;Não informado;816-455-8733;4;S1;C;Sun Prairie;US;666  South Thompson Road;Não informado;Não informado;Não informado;WI;53590-2553
10025298;R3;1;U. Supermarket;10025298;G3;1;Não informado;816-455-8733;0;S17;C;Toronto;CA;1111 Finch Avenue West;Unit #22;Não informado;Não informado;ON;M3J 2E5
10025299;R3;1;U.S. Market;10025299;G3;1;M1;816-455-8733;0;S5;C;Montreal;CA;6260 - Place Northcrest Suite 305;Não informado;Não informado;Não informado;QU;H3S 2T4
10025300;R3;1;U.S. Market;10025300;G2;2;Não informado;816-455-8733;3;S1;C;West Sayville;US;Attention: Paul Grady;105 Montauk Highway;Não informado;Não informado;NY;11796
10025302;R3;1;U.S. Market;10025302;G2;2;Não informado;816-455-8733;2;S1;C;Tulsa;US;4345 South West Boulevard;Não informado;Não informado;Não informado;OK;74107
10025304;R3;1;UBF Shop;10025304;G2;1;Não informado;816-455-8733;5;S16;C;                         ;UK;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025305;R3;1;Ubicco Shop;10025305;G2;2;Não informado;816-455-8733;1;S16;C;Colorado Springs;US;4260 North Nevada Avenue;Não informado;Não informado;Não informado;CO;80907
10025353;R2;1;Total Store;10025353;G2;1;Não informado;816-455-8733;5;S5;I;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025359;R4;1;UKnames.net Shop;10025359;G2;1;Não informado;816-455-8733;5;S18;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025392;R3;1;Ultimate Supermarket;10025392;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025418;R2;1;Ultra-Image Shop;10025418;G2;1;Não informado;816-455-8733;5;S3;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025467;R3;1;Underwriters Supermarket;10025467;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025495;R3;1;UniForum Shop;10025495;G2;2;Não informado;816-455-8733;2;S5;C;Birmingham;US;PO Box 100603;Não informado;Não informado;Não informado;AL;35210
10025508;R3;1;Unimedya Shop;10025508;G3;1;Não informado;816-455-8733;0;S5;C;Moncton;CA;1809 Main Street;Não informado;Não informado;Não informado;NB;E1E 1H5
10025511;R3;1;Uniplex Shop;10025511;G2;2;Não informado;816-455-8733;1;S1;C;Anchorage;US;3100 Mt. View Drive;Não informado;Não informado;Não informado;AK;99501
10025515;R1;1;UniPress Shop;10025515;G2;2;Não informado;816-455-8733;2;S20;C;Jackson;US;3650 Bay Street;Não informado;Não informado;Não informado;MS;39213
10025549;R2;1;UNIS Supermarket;10025549;G2;2;Não informado;816-455-8733;3;S5;C;Shady Grove;US;PO Box 21;Não informado;Não informado;Não informado;PA;17256-0021
10025552;R3;1;Unison Medistore;10025552;G2;2;Não informado;816-455-8733;4;S13;C;Southfield;US;Order Processing Group;25140 Lahser Road Suite 282;Não informado;Não informado;MI;48034
10025558;R3;1;Unisys Shop;10025558;G2;2;Não informado;816-455-8733;2;S1;C;Little Rock;US;6104 Young Road;Não informado;Não informado;Não informado;AR;72209
10025560;R3;1;Unisys Supermarket;10025560;G2;2;M1;816-455-8733;2;S16;C;Cramerton;US;125 Hampton Ct.;Não informado;Não informado;Não informado;NC;28032
10025571;R3;1;Unitec Maxistore;10025571;G2;2;Não informado;816-455-8733;4;S9;C;Des Moines;US;PO Box 3283;Não informado;Não informado;Não informado;IA;50316-0283
10025575;R3;1;United Market;10025575;G3;1;Não informado;816-455-8733;0;S5;C;Beamsville;CA;PO Box 640;Não informado;Não informado;Não informado;ON;L0R 1B0
10025583;R2;1;United Market;10025583;G2;2;Não informado;816-455-8733;3;S5;C;Nesquehoning;US;One Industrial Complex;Não informado;Não informado;Não informado;PA;18240
10025587;R2;1;United Store;10025587;G2;2;Não informado;816-455-8733;1;S4;C;Phoenix;US;PO OB 20141;Não informado;Não informado;Não informado;AZ;85036
10025608;R3;1;Universal Supermarket;10025608;G3;1;Não informado;816-455-8733;5;S8;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025737;R3;1;Userland Maxistore;10025737;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025758;R3;1;UTStarGate Shop;10025758;G2;2;Não informado;816-455-8733;2;S16;C;Oklahoma City;US;4532 Enterprise Drive;Não informado;Não informado;Não informado;OK;73128
10025769;R3;1;UUmail Shop;10025769;G2;2;Não informado;816-455-8733;1;S1;C;Redding;US;850 Commerce Street;Não informado;Não informado;Não informado;CA;96002
10025771;R3;1;VA Supermarket;10025771;G2;2;Não informado;816-455-8733;3;S1;C;Waldorf;US;Southern Maryland 4 X 4 Inc;2588 Old Washington Road;Não informado;Não informado;MD;20601
10025778;R3;1;Valicert Midstore;10025778;G2;2;Não informado;816-455-8733;1;S16;C;Pomona;US;1143 W 2nd Street;Não informado;Não informado;Não informado;CA;91766
10025791;R3;1;Valley Market;10025791;G2;2;M1;816-455-8733;1;S16;C;Prineville;US;PO Box 667;Não informado;Não informado;Não informado;OR;97754
10025808;R3;1;Valley Store;10025808;G2;2;Não informado;816-455-8733;1;S1;C;Bremorton;US;3519 Arsonal Way;Não informado;Não informado;Não informado;WA;98312
10025814;R3;1;Valpatken Shop;10025814;G2;2;Não informado;816-455-8733;2;S1;C;Houston;US;5300 Glenmont Drive;Não informado;Não informado;Não informado;TX;77081
10025878;R3;1;ValueClick Shop;10025878;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10025919;R3;1;Vanstars;10025919;G2;2;M1;816-455-8733;1;S16;C;Compton;US;801 West Artesia Boulevard;Não informado;Não informado;Não informado;CA;90220
10026006;R3;1;Vector USA;10026006;G3;1;Não informado;816-455-8733;0;S5;C;Calgary;CA;308 53 Avenue SE;Não informado;Não informado;Não informado;AB;T2H 0N3
10026009;R3;1;Vectrix Shop;10026009;G1;1;M1;816-455-8733;5;S18;C;                         ;AU;2 Calle 25-80 Zona - 15 Vista;Hermosa II Local 2;Não informado;Não informado;Não informado;0
10026023;R3;1;VEI Shop;10026023;G2;1;Não informado;816-455-8733;5;S15;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10026038;R3;1;Velos Supermarket;10026038;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10026055;R3;1;Dellovade, Supermarket;10026055;G2;2;Não informado;816-455-8733;4;S16;C;Eau Claire;US;5100 Highway 93 South;Não informado;Não informado;Não informado;WI;54701
